"Geo","Year","Latitude","Longitude"
"104",2005,"44.99986690331","-123.02186469778999"
"107",2005,"45.000626230409999","-123.03486933143"
"110",2005,"45.000275540110003","-123.0479265825"
"111",2005,"44.993604027289997","-123.04513082994001"
"112",2005,"44.993469654599998","-123.03284417895"
"114",2005,"44.993616449820003","-123.02055674361"
"116",2005,"44.991969424680001","-123.00930592949"
"117",2005,"44.987089380809998","-123.01806608576"
"118",2005,"44.982351170869997","-123.02456897365001"
"120",2005,"44.983533624099998","-123.03247581141"
"124",2005,"44.974254459340003","-123.03326703386"
"125",2005,"44.973455988529999","-123.0253266446"
"126",2005,"44.976261618199999","-123.01898314911"
"128",2005,"44.98149008275","-123.01561046864001"
"129",2005,"45.054106203620002","-122.96052187283"
"130",2005,"45.050720834430003","-122.94527229208001"
"131",2005,"45.026978210689997","-122.97715014577"
"132",2005,"45.020031277249998","-122.96181771230999"
"133",2005,"45.026719632910002","-122.93819016652"
"134",2005,"45.00698776414","-122.96508341019999"
"135",2005,"45.000857162720003","-122.98875545408001"
"136",2005,"45.000774591339997","-122.97241382100999"
"137",2005,"45.000857468040003","-122.95803531864"
"138",2005,"45.002580576","-122.93867058991"
"139",2005,"44.986334477230002","-122.94531302494001"
"140",2005,"44.99375076538","-122.96842561465"
"141",2005,"44.988365580790003","-122.98664594811"
"143",2005,"44.993710166379998","-122.99318040189"
"144",2005,"44.987450781360003","-122.99249805817"
"146",2005,"44.986493699020002","-122.97616001686001"
"147",2005,"44.983569677410003","-122.96331787024"
"148",2005,"44.973598863500001","-122.96571625415"
"149",2005,"44.975848671130002","-122.9780858516"
"150",2005,"44.977762838799997","-122.98742646049"
"151",2005,"44.970184799350001","-122.98690803309"
"152",2005,"44.975731545019997","-122.93798138255001"
"153",2005,"44.963008850789997","-122.94459087396"
"154",2005,"44.962449073770003","-122.96509728473001"
"155",2005,"44.961995010560003","-122.97364235466"
"156",2005,"44.964875513019997","-122.98020540265"
"158",2005,"44.961423956659999","-122.98682658676"
"162",2005,"44.957648124850003","-122.97986094204001"
"164",2005,"44.952070691620001","-122.98187821569"
"168",2005,"44.951877072579997","-122.96570981837"
"169",2005,"44.951920771319998","-122.95337535442999"
"170",2005,"44.94820412504","-122.93896369921001"
"171",2005,"44.944001972880002","-122.95271962514001"
"172",2005,"44.944328205360002","-122.96617441172"
"173",2005,"44.944951739010001","-122.98193707266"
"180",2005,"44.935939657959999","-122.97680110883999"
"185",2005,"44.936021454980001","-122.94463961907"
"186",2005,"44.934023539199998","-122.96294157433999"
"189",2005,"44.929819541519997","-122.97480604348"
"193",2005,"44.929703191670001","-122.94561356081999"
"194",2005,"44.920638823700003","-122.98557667274"
"196",2005,"44.919473338659998","-122.9675799764"
"200",2005,"44.913481943130002","-122.97418621161999"
"204",2005,"44.906317354850003","-122.95389724592999"
"205",2005,"44.908171271930001","-122.94384884034"
"206",2005,"44.920949790350001","-122.94453652953"
"207",2005,"44.902731286269997","-122.91648691029"
"211",2005,"44.990045776930003","-123.00256437438"
"212",2005,"44.98406447939","-122.99807218511999"
"213",2005,"44.97780302956","-122.99501170790001"
"214",2005,"44.971043124689999","-122.99646872434"
"220",2005,"44.97484503906","-123.00349089033"
"221",2005,"44.97402481628","-123.00941388744"
"222",2005,"44.97983044894","-123.01018214557"
"223",2005,"44.972481764340003","-123.016455284"
"224",2005,"44.969019099439997","-123.02303228892001"
"225",2005,"44.969101304509998","-123.03030303822"
"226",2005,"44.966956223830003","-123.03481610315001"
"227",2005,"44.958006830050003","-123.03344124822"
"229",2005,"44.964588275650001","-123.03047347480999"
"230",2005,"44.964522987220001","-123.02437423827"
"231",2005,"44.960829176300003","-123.02536092414999"
"232",2005,"44.954604170890001","-123.02642091206"
"233",2005,"44.958130646690002","-123.02028743136"
"234",2005,"44.96118033106","-123.01946825102"
"235",2005,"44.964800914740003","-123.01528614509"
"236",2005,"44.964320121260002","-123.00883700159"
"237",2005,"44.968165658549999","-123.00393878652"
"238",2005,"44.950799846460001","-123.03487732171"
"242",2005,"44.953844070279999","-123.01987798482"
"243",2005,"44.956688318829997","-123.01389263345"
"244",2005,"44.951430982669997","-123.01522417311"
"245",2005,"44.946811480619999","-123.01795848262999"
"246",2005,"44.945173852590003","-123.02584665099999"
"249",2005,"44.942707112619999","-123.03760299826"
"254",2005,"44.941943235830003","-123.01634385587001"
"256",2005,"44.937422072940002","-123.0196188323"
"257",2005,"44.933250857120001","-123.02355565697999"
"258",2005,"44.929646001110001","-123.02415577774001"
"259",2005,"44.933213435429998","-123.02754428004"
"260",2005,"44.936939188339998","-123.03009532841"
"261",2005,"44.934792484660001","-123.03650559848001"
"279",2005,"44.93714168807","-123.04118351176"
"280",2005,"44.934665818649997","-123.0424568856"
"281",2005,"44.934901891069998","-123.04431528999"
"282",2005,"44.958947099420001","-123.00635820702"
"283",2005,"44.960202238560001","-122.99984575995001"
"284",2005,"44.96077065219","-122.99384905444001"
"285",2005,"44.951400875189996","-123.00910417366001"
"286",2005,"44.949312194549996","-122.99674048235001"
"289",2005,"44.946132244840001","-123.01023258479999"
"290",2005,"44.946427790610002","-123.00307040932999"
"294",2005,"44.941709686519999","-123.0030334013"
"295",2005,"44.941630556280003","-122.99574655121999"
"296",2005,"44.941622613219998","-122.99099409754"
"298",2005,"44.936042669750002","-123.0113280532"
"299",2005,"44.934109951899998","-123.00079974737"
"300",2005,"44.934997742189999","-122.99245883986001"
"301",2005,"44.930542354240004","-123.01818468577"
"302",2005,"44.930990972090001","-123.01199316692001"
"303",2005,"44.926762996969998","-123.01256809309"
"304",2005,"44.923648686299998","-122.99943481063001"
"309",2005,"44.931693047769997","-123.04589240428"
"310",2005,"44.926499905889997","-123.03791366896"
"312",2005,"44.922962121319998","-123.02927818448001"
"313",2005,"44.921839882249998","-123.02019531693"
"314",2005,"44.924809924720002","-123.0489457975"
"322",2005,"44.915694347429998","-123.05320835257"
"323",2005,"44.91585742937","-123.0457287206"
"324",2005,"44.91718061105","-123.03788460833"
"330",2005,"44.91154231478","-123.01968332209"
"332",2005,"44.913551206149997","-123.06359995795"
"333",2005,"44.908345145550001","-123.0661868039"
"334",2005,"44.90874038938","-123.05416617023"
"335",2005,"44.902402915819998","-123.04646541485999"
"336",2005,"44.90979238701","-123.03881617595999"
"338",2005,"44.908853403739997","-123.03048020523001"
"345",2005,"44.899295700730001","-123.08079058624"
"346",2005,"44.900996852280002","-123.06914960247001"
"347",2005,"44.90234414068","-123.05903897214"
"350",2005,"44.901496782450003","-123.03131586527"
"354",2005,"44.901636405710001","-123.00391151244"
"357",2005,"44.889012045210002","-123.0261207584"
"358",2005,"44.894260784499998","-123.04232703239001"
"359",2005,"44.893136406789999","-123.05296078756"
"360",2005,"44.895874337050003","-123.06148333201"
"361",2005,"44.895297153960001","-123.07189556647999"
"362",2005,"44.886058784360003","-123.08009962327"
"363",2005,"44.889067456459998","-123.07053724438001"
"365",2005,"44.885331456320003","-123.0642553465"
"366",2005,"44.886189364590003","-123.05567539825"
"368",2005,"44.885625922739997","-123.04171196482"
"373",2005,"44.878254123909997","-123.00733315519"
"374",2005,"44.876901101889999","-123.0216751256"
"376",2005,"44.87861467359","-123.03227547186999"
"378",2005,"44.876952341420001","-123.04299935845999"
"379",2005,"44.87904384414","-123.05644517249"
"380",2005,"44.877405932880002","-123.06896838151999"
"381",2005,"44.881767656690002","-123.0735496212"
"382",2005,"44.870803871729997","-123.05650313904999"
"383",2005,"44.869697051609997","-123.04272330425"
"384",2005,"44.872238578939999","-123.03016034433"
"388",2005,"44.869226034779999","-123.01000719407"
"389",2005,"44.863511436529997","-123.01463666946999"
"390",2005,"44.863186016370001","-123.02534246058001"
"395",2005,"44.888736362209997","-122.96699907702001"
"396",2005,"44.906830435019998","-122.971812232"
"411",2005,"44.879774310169999","-122.99041907791"
"414",2005,"44.88510735677","-122.93161019048"
"415",2005,"44.869826087130001","-122.94051611499999"
"416",2005,"44.85211902196","-122.94984921709001"
"417",2005,"44.842982772059997","-122.95302981599001"
"418",2005,"44.866816043230003","-122.90175121986999"
"419",2005,"44.854229334069998","-122.97725998201"
"420",2005,"44.854386159630003","-122.99921658314"
"421",2005,"44.854370215060001","-123.01999795352"
"422",2005,"44.851499477780003","-123.04584489040001"
"423",2005,"44.854423714509998","-123.08626136823"
"424",2005,"44.837041897360002","-123.08971982812"
"426",2005,"44.860519031439999","-123.04109030745001"
"427",2005,"44.861123683789998","-123.05708649800999"
"428",2005,"44.86528702991","-123.07489112579999"
"429",2005,"44.870859806010003","-123.07164994970999"
"430",2005,"44.876556138449999","-123.08169315897"
"431",2005,"44.881793044680002","-123.10814038021999"
"432",2005,"44.885357659820002","-123.13169943600001"
"433",2005,"44.905586805619997","-123.10913228992"
"434",2005,"44.897051399070001","-123.09133308211"
"435",2005,"44.919555293320002","-123.09225793408"
"436",2005,"44.927231451959997","-123.06169181921"
"437",2005,"44.833713116909998","-123.04202559645999"
"439",2005,"44.96132598733","-123.01501764474"
"442",2005,"44.919571860989997","-123.05186049531"
"443",2005,"45.052992014559997","-122.99748465371999"
"444",2005,"45.0557726746","-122.97759927883"
"447",2005,"44.966090517289999","-123.05662040297"
"450",2005,"44.847986320650001","-123.01778090559"
"451",2005,"44.871245868300001","-122.9882240526"
"31",2021,"45.027873056350003","-123.10473618029"
"32",2021,"45.003035774330002","-123.09888482528"
"33",2021,"44.991975059349997","-123.11883039199"
"34",2021,"44.975992189369997","-123.11378932731"
"35",2021,"44.962640380730001","-123.12184835163001"
"36",2021,"44.951334144150003","-123.13774906074001"
"37",2021,"44.931462200699997","-123.12918947219001"
"38",2021,"44.933682327699998","-123.09438928831"
"39",2021,"44.942841158649998","-123.11352565529999"
"40",2021,"44.958019313629997","-123.1023517605"
"41",2021,"44.96558780798","-123.09978981899"
"42",2021,"45.000814625270003","-123.07418880049001"
"43",2021,"44.975923785749998","-123.05035996446"
"44",2021,"44.98027744214","-123.07182108526"
"45",2021,"44.979493316229998","-123.08518078275"
"47",2021,"44.973643135730001","-123.07197187872001"
"48",2021,"44.971818175469998","-123.05948634476"
"49",2021,"44.968431543400001","-123.06936703316001"
"50",2021,"44.967604411400004","-123.08555063783"
"51",2021,"44.963157240839998","-123.06914382905001"
"52",2021,"44.95575925496","-123.05791036338"
"53",2021,"44.959786155259998","-123.05222411949001"
"54",2021,"44.955097123489999","-123.07182661533"
"55",2021,"44.95825322356","-123.08574465702"
"56",2021,"44.949506259110002","-123.09559939326"
"61",2021,"44.950942126149997","-123.04551325644"
"64",2021,"44.94581790862","-123.0527857145"
"65",2021,"44.94838776356","-123.06390607905"
"66",2021,"44.944993044249998","-123.07520706445"
"67",2021,"44.947186577110003","-123.08683709664"
"70",2021,"44.940344012380002","-123.08842333669"
"71",2021,"44.934285353500002","-123.07421573766"
"74",2021,"44.942656209390002","-123.06823543810999"
"75",2021,"44.942982823160001","-123.06327422456"
"76",2021,"44.939197676799999","-123.06126363529999"
"77",2021,"44.941330336500002","-123.05618675567"
"78",2021,"44.945273822750003","-123.05870684555001"
"80",2021,"45.032676124849999","-123.0476269401"
"81",2021,"45.0041565573","-123.06124978486"
"82",2021,"45.009897743650001","-123.03703514969"
"83",2021,"45.042377604309998","-123.00388653745"
"84",2021,"45.042140165920003","-122.98525297445001"
"85",2021,"45.031568928490003","-122.9933870137"
"86",2021,"45.022808975049998","-122.99885024824"
"87",2021,"45.031752367099998","-123.01395060311999"
"88",2021,"45.025315453429997","-123.02652083364001"
"89",2021,"45.024525579219997","-123.01858167944"
"90",2021,"45.017168328369998","-123.02216935149001"
"91",2021,"45.017620138029997","-123.01556766227"
"92",2021,"45.01184449654","-123.00004746854"
"94",2021,"45.011847509710002","-123.01013916461"
"95",2021,"45.008974486370001","-123.01758888545"
"100",2021,"45.001274566219998","-123.00485486174"
"103",2021,"45.002963506679997","-123.01376048012"
"104",2021,"44.99986690331","-123.02186469778999"
"107",2021,"45.000626230409999","-123.03486933143"
"110",2021,"45.000275540110003","-123.0479265825"
"111",2021,"44.993604027289997","-123.04513082994001"
"112",2021,"44.993469654599998","-123.03284417895"
"114",2021,"44.993616449820003","-123.02055674361"
"116",2021,"44.991969424680001","-123.00930592949"
"117",2021,"44.987089380809998","-123.01806608576"
"118",2021,"44.982351170869997","-123.02456897365001"
"120",2021,"44.983533624099998","-123.03247581141"
"124",2021,"44.974254459340003","-123.03326703386"
"125",2021,"44.973455988529999","-123.0253266446"
"126",2021,"44.976261618199999","-123.01898314911"
"128",2021,"44.98149008275","-123.01561046864001"
"129",2021,"45.054106203620002","-122.96052187283"
"130",2021,"45.050720834430003","-122.94527229208001"
"131",2021,"45.026978210689997","-122.97715014577"
"132",2021,"45.020031277249998","-122.96181771230999"
"133",2021,"45.026719632910002","-122.93819016652"
"134",2021,"45.00698776414","-122.96508341019999"
"135",2021,"45.000857162720003","-122.98875545408001"
"136",2021,"45.000774591339997","-122.97241382100999"
"137",2021,"45.000857468040003","-122.95803531864"
"138",2021,"45.002580576","-122.93867058991"
"139",2021,"44.986334477230002","-122.94531302494001"
"140",2021,"44.99375076538","-122.96842561465"
"141",2021,"44.988365580790003","-122.98664594811"
"143",2021,"44.993710166379998","-122.99318040189"
"144",2021,"44.987450781360003","-122.99249805817"
"146",2021,"44.986493699020002","-122.97616001686001"
"147",2021,"44.983569677410003","-122.96331787024"
"148",2021,"44.973598863500001","-122.96571625415"
"149",2021,"44.975848671130002","-122.9780858516"
"150",2021,"44.977762838799997","-122.98742646049"
"151",2021,"44.970184799350001","-122.98690803309"
"152",2021,"44.975731545019997","-122.93798138255001"
"153",2021,"44.963008850789997","-122.94459087396"
"154",2021,"44.962449073770003","-122.96509728473001"
"155",2021,"44.961995010560003","-122.97364235466"
"156",2021,"44.964875513019997","-122.98020540265"
"158",2021,"44.961423956659999","-122.98682658676"
"162",2021,"44.957648124850003","-122.97986094204001"
"164",2021,"44.952070691620001","-122.98187821569"
"168",2021,"44.951877072579997","-122.96570981837"
"169",2021,"44.951920771319998","-122.95337535442999"
"170",2021,"44.94820412504","-122.93896369921001"
"171",2021,"44.944001972880002","-122.95271962514001"
"172",2021,"44.944328205360002","-122.96617441172"
"173",2021,"44.944951739010001","-122.98193707266"
"180",2021,"44.935939657959999","-122.97680110883999"
"185",2021,"44.936021454980001","-122.94463961907"
"186",2021,"44.934023539199998","-122.96294157433999"
"189",2021,"44.929819541519997","-122.97480604348"
"193",2021,"44.929703191670001","-122.94561356081999"
"194",2021,"44.920638823700003","-122.98557667274"
"196",2021,"44.919473338659998","-122.9675799764"
"200",2021,"44.913481943130002","-122.97418621161999"
"204",2021,"44.906317354850003","-122.95389724592999"
"205",2021,"44.908171271930001","-122.94384884034"
"206",2021,"44.920949790350001","-122.94453652953"
"207",2021,"44.902731286269997","-122.91648691029"
"211",2021,"44.990045776930003","-123.00256437438"
"212",2021,"44.98406447939","-122.99807218511999"
"213",2021,"44.97780302956","-122.99501170790001"
"214",2021,"44.971043124689999","-122.99646872434"
"220",2021,"44.97484503906","-123.00349089033"
"221",2021,"44.97402481628","-123.00941388744"
"222",2021,"44.97983044894","-123.01018214557"
"223",2021,"44.972481764340003","-123.016455284"
"224",2021,"44.969019099439997","-123.02303228892001"
"225",2021,"44.969101304509998","-123.03030303822"
"226",2021,"44.966956223830003","-123.03481610315001"
"227",2021,"44.958006830050003","-123.03344124822"
"229",2021,"44.964588275650001","-123.03047347480999"
"230",2021,"44.964522987220001","-123.02437423827"
"231",2021,"44.960829176300003","-123.02536092414999"
"232",2021,"44.954604170890001","-123.02642091206"
"233",2021,"44.958130646690002","-123.02028743136"
"234",2021,"44.96118033106","-123.01946825102"
"235",2021,"44.964800914740003","-123.01528614509"
"236",2021,"44.964320121260002","-123.00883700159"
"237",2021,"44.968165658549999","-123.00393878652"
"238",2021,"44.950799846460001","-123.03487732171"
"242",2021,"44.953844070279999","-123.01987798482"
"243",2021,"44.956688318829997","-123.01389263345"
"244",2021,"44.951430982669997","-123.01522417311"
"245",2021,"44.946811480619999","-123.01795848262999"
"246",2021,"44.945173852590003","-123.02584665099999"
"249",2021,"44.942707112619999","-123.03760299826"
"254",2021,"44.941943235830003","-123.01634385587001"
"256",2021,"44.937422072940002","-123.0196188323"
"257",2021,"44.933250857120001","-123.02355565697999"
"258",2021,"44.929646001110001","-123.02415577774001"
"259",2021,"44.933213435429998","-123.02754428004"
"260",2021,"44.936939188339998","-123.03009532841"
"261",2021,"44.934792484660001","-123.03650559848001"
"279",2021,"44.93714168807","-123.04118351176"
"280",2021,"44.934665818649997","-123.0424568856"
"281",2021,"44.934901891069998","-123.04431528999"
"282",2021,"44.958947099420001","-123.00635820702"
"283",2021,"44.960202238560001","-122.99984575995001"
"284",2021,"44.96077065219","-122.99384905444001"
"285",2021,"44.951400875189996","-123.00910417366001"
"286",2021,"44.949312194549996","-122.99674048235001"
"289",2021,"44.946132244840001","-123.01023258479999"
"290",2021,"44.946427790610002","-123.00307040932999"
"294",2021,"44.941709686519999","-123.0030334013"
"295",2021,"44.941630556280003","-122.99574655121999"
"296",2021,"44.941622613219998","-122.99099409754"
"298",2021,"44.936042669750002","-123.0113280532"
"299",2021,"44.934109951899998","-123.00079974737"
"300",2021,"44.934997742189999","-122.99245883986001"
"301",2021,"44.930542354240004","-123.01818468577"
"302",2021,"44.930990972090001","-123.01199316692001"
"303",2021,"44.926762996969998","-123.01256809309"
"304",2021,"44.923648686299998","-122.99943481063001"
"309",2021,"44.931693047769997","-123.04589240428"
"310",2021,"44.926499905889997","-123.03791366896"
"312",2021,"44.922962121319998","-123.02927818448001"
"313",2021,"44.921839882249998","-123.02019531693"
"314",2021,"44.924809924720002","-123.0489457975"
"322",2021,"44.915694347429998","-123.05320835257"
"323",2021,"44.91585742937","-123.0457287206"
"324",2021,"44.91718061105","-123.03788460833"
"330",2021,"44.91154231478","-123.01968332209"
"332",2021,"44.913551206149997","-123.06359995795"
"333",2021,"44.908345145550001","-123.0661868039"
"334",2021,"44.90874038938","-123.05416617023"
"335",2021,"44.902402915819998","-123.04646541485999"
"336",2021,"44.90979238701","-123.03881617595999"
"338",2021,"44.908853403739997","-123.03048020523001"
"345",2021,"44.899295700730001","-123.08079058624"
"346",2021,"44.900996852280002","-123.06914960247001"
"347",2021,"44.90234414068","-123.05903897214"
"350",2021,"44.901496782450003","-123.03131586527"
"354",2021,"44.901636405710001","-123.00391151244"
"357",2021,"44.889012045210002","-123.0261207584"
"358",2021,"44.894260784499998","-123.04232703239001"
"359",2021,"44.893136406789999","-123.05296078756"
"360",2021,"44.895874337050003","-123.06148333201"
"361",2021,"44.895297153960001","-123.07189556647999"
"362",2021,"44.886058784360003","-123.08009962327"
"363",2021,"44.889067456459998","-123.07053724438001"
"365",2021,"44.885331456320003","-123.0642553465"
"366",2021,"44.886189364590003","-123.05567539825"
"368",2021,"44.885625922739997","-123.04171196482"
"373",2021,"44.878254123909997","-123.00733315519"
"374",2021,"44.876901101889999","-123.0216751256"
"376",2021,"44.87861467359","-123.03227547186999"
"378",2021,"44.876952341420001","-123.04299935845999"
"379",2021,"44.87904384414","-123.05644517249"
"380",2021,"44.877405932880002","-123.06896838151999"
"381",2021,"44.881767656690002","-123.0735496212"
"382",2021,"44.870803871729997","-123.05650313904999"
"383",2021,"44.869697051609997","-123.04272330425"
"384",2021,"44.872238578939999","-123.03016034433"
"388",2021,"44.869226034779999","-123.01000719407"
"389",2021,"44.863511436529997","-123.01463666946999"
"390",2021,"44.863186016370001","-123.02534246058001"
"395",2021,"44.888736362209997","-122.96699907702001"
"396",2021,"44.906830435019998","-122.971812232"
"411",2021,"44.879774310169999","-122.99041907791"
"414",2021,"44.88510735677","-122.93161019048"
"415",2021,"44.869826087130001","-122.94051611499999"
"416",2021,"44.85211902196","-122.94984921709001"
"417",2021,"44.842982772059997","-122.95302981599001"
"418",2021,"44.866816043230003","-122.90175121986999"
"419",2021,"44.854229334069998","-122.97725998201"
"420",2021,"44.854386159630003","-122.99921658314"
"421",2021,"44.854370215060001","-123.01999795352"
"422",2021,"44.851499477780003","-123.04584489040001"
"423",2021,"44.854423714509998","-123.08626136823"
"424",2021,"44.837041897360002","-123.08971982812"
"426",2021,"44.860519031439999","-123.04109030745001"
"427",2021,"44.861123683789998","-123.05708649800999"
"428",2021,"44.86528702991","-123.07489112579999"
"429",2021,"44.870859806010003","-123.07164994970999"
"430",2021,"44.876556138449999","-123.08169315897"
"431",2021,"44.881793044680002","-123.10814038021999"
"432",2021,"44.885357659820002","-123.13169943600001"
"433",2021,"44.905586805619997","-123.10913228992"
"434",2021,"44.897051399070001","-123.09133308211"
"435",2021,"44.919555293320002","-123.09225793408"
"436",2021,"44.927231451959997","-123.06169181921"
"437",2021,"44.833713116909998","-123.04202559645999"
"439",2021,"44.96132598733","-123.01501764474"
"442",2021,"44.919571860989997","-123.05186049531"
"443",2021,"45.052992014559997","-122.99748465371999"
"444",2021,"45.0557726746","-122.97759927883"
"447",2021,"44.966090517289999","-123.05662040297"
"450",2021,"44.847986320650001","-123.01778090559"
"451",2021,"44.871245868300001","-122.9882240526"
"31",2050,"45.027873056350003","-123.10473618029"
"32",2050,"45.003035774330002","-123.09888482528"
"33",2050,"44.991975059349997","-123.11883039199"
"34",2050,"44.975992189369997","-123.11378932731"
"35",2050,"44.962640380730001","-123.12184835163001"
"36",2050,"44.951334144150003","-123.13774906074001"
"37",2050,"44.931462200699997","-123.12918947219001"
"38",2050,"44.933682327699998","-123.09438928831"
"39",2050,"44.942841158649998","-123.11352565529999"
"40",2050,"44.958019313629997","-123.1023517605"
"41",2050,"44.96558780798","-123.09978981899"
"42",2050,"45.000814625270003","-123.07418880049001"
"43",2050,"44.975923785749998","-123.05035996446"
"44",2050,"44.98027744214","-123.07182108526"
"45",2050,"44.979493316229998","-123.08518078275"
"47",2050,"44.973643135730001","-123.07197187872001"
"48",2050,"44.971818175469998","-123.05948634476"
"49",2050,"44.968431543400001","-123.06936703316001"
"50",2050,"44.967604411400004","-123.08555063783"
"51",2050,"44.963157240839998","-123.06914382905001"
"52",2050,"44.95575925496","-123.05791036338"
"53",2050,"44.959786155259998","-123.05222411949001"
"54",2050,"44.955097123489999","-123.07182661533"
"55",2050,"44.95825322356","-123.08574465702"
"56",2050,"44.949506259110002","-123.09559939326"
"61",2050,"44.950942126149997","-123.04551325644"
"64",2050,"44.94581790862","-123.0527857145"
"65",2050,"44.94838776356","-123.06390607905"
"66",2050,"44.944993044249998","-123.07520706445"
"67",2050,"44.947186577110003","-123.08683709664"
"70",2050,"44.940344012380002","-123.08842333669"
"71",2050,"44.934285353500002","-123.07421573766"
"74",2050,"44.942656209390002","-123.06823543810999"
"75",2050,"44.942982823160001","-123.06327422456"
"76",2050,"44.939197676799999","-123.06126363529999"
"77",2050,"44.941330336500002","-123.05618675567"
"78",2050,"44.945273822750003","-123.05870684555001"
"80",2050,"45.032676124849999","-123.0476269401"
"81",2050,"45.0041565573","-123.06124978486"
"82",2050,"45.009897743650001","-123.03703514969"
"83",2050,"45.042377604309998","-123.00388653745"
"84",2050,"45.042140165920003","-122.98525297445001"
"85",2050,"45.031568928490003","-122.9933870137"
"86",2050,"45.022808975049998","-122.99885024824"
"87",2050,"45.031752367099998","-123.01395060311999"
"88",2050,"45.025315453429997","-123.02652083364001"
"89",2050,"45.024525579219997","-123.01858167944"
"90",2050,"45.017168328369998","-123.02216935149001"
"91",2050,"45.017620138029997","-123.01556766227"
"92",2050,"45.01184449654","-123.00004746854"
"94",2050,"45.011847509710002","-123.01013916461"
"95",2050,"45.008974486370001","-123.01758888545"
"100",2050,"45.001274566219998","-123.00485486174"
"103",2050,"45.002963506679997","-123.01376048012"
"104",2050,"44.99986690331","-123.02186469778999"
"107",2050,"45.000626230409999","-123.03486933143"
"110",2050,"45.000275540110003","-123.0479265825"
"111",2050,"44.993604027289997","-123.04513082994001"
"112",2050,"44.993469654599998","-123.03284417895"
"114",2050,"44.993616449820003","-123.02055674361"
"116",2050,"44.991969424680001","-123.00930592949"
"117",2050,"44.987089380809998","-123.01806608576"
"118",2050,"44.982351170869997","-123.02456897365001"
"120",2050,"44.983533624099998","-123.03247581141"
"124",2050,"44.974254459340003","-123.03326703386"
"125",2050,"44.973455988529999","-123.0253266446"
"126",2050,"44.976261618199999","-123.01898314911"
"128",2050,"44.98149008275","-123.01561046864001"
"129",2050,"45.054106203620002","-122.96052187283"
"130",2050,"45.050720834430003","-122.94527229208001"
"131",2050,"45.026978210689997","-122.97715014577"
"132",2050,"45.020031277249998","-122.96181771230999"
"133",2050,"45.026719632910002","-122.93819016652"
"134",2050,"45.00698776414","-122.96508341019999"
"135",2050,"45.000857162720003","-122.98875545408001"
"136",2050,"45.000774591339997","-122.97241382100999"
"137",2050,"45.000857468040003","-122.95803531864"
"138",2050,"45.002580576","-122.93867058991"
"139",2050,"44.986334477230002","-122.94531302494001"
"140",2050,"44.99375076538","-122.96842561465"
"141",2050,"44.988365580790003","-122.98664594811"
"143",2050,"44.993710166379998","-122.99318040189"
"144",2050,"44.987450781360003","-122.99249805817"
"146",2050,"44.986493699020002","-122.97616001686001"
"147",2050,"44.983569677410003","-122.96331787024"
