"Geo","Year","UrbanArea","TownArea","RuralArea"
300,2005,89.426732,0,0
301,2005,111.096854,0,0
302,2005,41.250415,0,0
303,2005,74.727522,0,0
304,2005,428.821176572503,0,0
309,2005,24,0,0
310,2005,210.275845435419,0,0
312,2005,83.712631,0,0
313,2005,368,0,0
314,2005,161.176958,0,0
322,2005,187.025169,0,0
323,2005,17.7188926456221,0,0
324,2005,228.26001142131,0,0
330,2005,375.74547741873,0,0
332,2005,94.602806,0,0
333,2005,127.805317,0,0
334,2005,210,0,0
335,2005,261.409257921027,0,0
336,2005,177.637759,0,0
338,2005,153.591695,0,0
345,2005,509.438701,0,0
346,2005,147.108996,0,0
347,2005,167.570586,0,0
350,2005,267.235886644717,0,0
354,2005,1982.3652460854,0,0
357,2005,475.021626340807,0,0
358,2005,178,0,0
359,2005,151,0,0
360,2005,136.588859,0,0
361,2005,80.282266,0,0
362,2005,35.910123,0,0
363,2005,289.600664,0,0
365,2005,77.617677,0,0
366,2005,170.127219,0,0
368,2005,346.217778717501,0,0
373,2005,476.373274,0,0
374,2005,282.8555386663,0,0
376,2005,106,0,0
378,2005,227.826395,0,0
379,2005,146.9454,0,0
380,2005,288.650673,0,0
381,2005,28.956321,0,0
382,2005,216.747167911521,0,0
383,2005,236,0,0
384,2005,152.95698,0,0
388,2005,139.604327,0,0
389,2005,218,0,0
390,2005,294.417275240692,0,0
395,2005,3296,0,0
396,2005,196.14696,0,0
411,2005,368.723492312765,0,0
414,2005,651.808465,0,0
415,2005,1593.863075,0,0
416,2005,642.17089,0,0
417,2005,365.606647,0,0
418,2005,731,0,0
419,2005,1327.74384957213,0,0
420,2005,1167.88053237762,0,0
421,2005,188.777335642633,0,0
422,2005,694.600801149499,0,0
423,2005,1402.278765,0,0
424,2005,2212.953655,0,0
426,2005,504,0,0
427,2005,189,0,0
428,2005,414,0,0
429,2005,192.503469,0,0
430,2005,214,0,0
431,2005,2484,0,0
432,2005,1394.96745,0,0
433,2005,610.925445,0,0
434,2005,449,0,0
435,2005,894.152762,0,0
436,2005,340.833474,0,0
437,2005,1571,0,0
439,2005,12,0,0
442,2005,55.9546817618126,0,0
443,2005,328,0,0
444,2005,384,0,0
447,2005,30,0,0
450,2005,250.728756,0,0
451,2005,404.701124975389,0,0
31,2021,1878.899424,0,0
32,2021,2713.825254,0,0
33,2021,1185.681936,0,0
34,2021,1231,0,0
35,2021,589,0,0
36,2021,2216.556494,0,0
37,2021,472.734294,0,0
38,2021,445.314762,0,0
39,2021,722,0,0
40,2021,256,0,0
41,2021,309.865647,0,0
42,2021,592.223067516499,0,0
43,2021,1596.32386482188,0,0
44,2021,181,0,0
45,2021,396.242514,0,0
47,2021,88.9305216081152,0,0
48,2021,45,0,0
49,2021,209,0,0
50,2021,348.204419,0,0
51,2021,252.837003,0,0
52,2021,220.493278,0,0
53,2021,86,0,0
54,2021,357.949218,0,0
55,2021,115.295684,0,0
56,2021,386.501525,0,0
61,2021,135.775781411754,0,0
64,2021,103.072059400473,0,0
65,2021,81.7994367514691,0,0
66,2021,219,0,0
67,2021,264.332137,0,0
70,2021,159.232348815353,0,0
71,2021,406.986014,0,0
74,2021,66.10966,0,0
75,2021,75.180236,0,0
76,2021,30.792622,0,0
77,2021,22.739021,0,0
78,2021,74,0,0
80,2021,3112.76432,0,0
81,2021,892.357955760221,0,0
82,2021,647.796702805739,0,0
83,2021,644.666234375824,0,0
84,2021,519,0,0
85,2021,335,0,0
86,2021,552.625981,0,0
87,2021,311.800512,0,0
88,2021,295,0,0
89,2021,214.672334,0,0
90,2021,64.6970867060582,0,0
91,2021,138.492781,0,0
92,2021,326.238150222504,0,0
94,2021,156,0,0
95,2021,142.827919,0,0
100,2021,148.979572898098,0,0
103,2021,176.683282,0,0
104,2021,136.942319110211,0,0
107,2021,243.807972321402,0,0
110,2021,144,0,0
111,2021,183.459669,0,0
112,2021,193,0,0
114,2021,157.184829425475,0,0
116,2021,209.015453075805,0,0
117,2021,158.462667598968,0,0
118,2021,111,0,0
120,2021,320.252918838883,0,0
124,2021,105.877539709897,0,0
125,2021,78.877849,0,0
126,2021,48.846323,0,0
128,2021,162.698213746036,0,0
129,2021,474,0,0
130,2021,332,0,0
131,2021,1468,0,0
132,2021,1378.590257,0,0
133,2021,2237.565891,0,0
134,2021,148,0,0
135,2021,363,0,0
136,2021,179,0,0
137,2021,286.873181953065,0,0
138,2021,536.986101,0,0
139,2021,805,0,0
140,2021,415.957062,0,0
141,2021,180.248527614861,0,0
143,2021,198.968054,0,0
144,2021,61,0,0
146,2021,224.814717,0,0
147,2021,443.260251,0,0
148,2021,229.840526,0,0
149,2021,267,0,0
150,2021,200.957561990424,0,0
151,2021,42,0,0
152,2021,633,0,0
153,2021,1019.61923,0,0
154,2021,349.627731,0,0
155,2021,213,0,0
156,2021,130.055264,0,0
158,2021,219.880368,0,0
162,2021,81.602839,0,0
164,2021,135.797674,0,0
168,2021,185.914176,0,0
169,2021,132,0,0
170,2021,518,0,0
171,2021,235,0,0
172,2021,299.49867,0,0
173,2021,375.484144,0,0
180,2021,452.709723592748,0,0
185,2021,530.977845,0,0
186,2021,82.795089,0,0
189,2021,253,0,0
193,2021,207.57911,0,0
194,2021,238.994237,0,0
196,2021,901.237867,0,0
200,2021,94.6109393233433,0,0
204,2021,111.927481,0,0
205,2021,447,0,0
206,2021,704.921806,0,0
207,2021,2527.99926373386,0,0
211,2021,212.885081,0,0
212,2021,100.668747,0,0
213,2021,105.816574,0,0
214,2021,182.119858658872,0,0
220,2021,118,0,0
221,2021,163.25596,0,0
222,2021,42,0,0
223,2021,111.509844884902,0,0
224,2021,86.848886,0,0
225,2021,34.910711,0,0
226,2021,76.5469946178126,0,0
227,2021,166.196265307284,0,0
229,2021,41.976986,0,0
230,2021,87,0,0
231,2021,35.365809,0,0
232,2021,129.497816045391,0,0
233,2021,46,0,0
234,2021,28,0,0
235,2021,80.7840581921594,0,0
236,2021,54,0,0
237,2021,66.86766,0,0
238,2021,183.904559,0,0
242,2021,97.813797,0,0
243,2021,73.752561,0,0
244,2021,70.052578,0,0
245,2021,64,0,0
246,2021,94.65872,0,0
249,2021,234.413864768312,0,0
254,2021,183,0,0
256,2021,117.250442,0,0
257,2021,49.045013,0,0
258,2021,25.784054,0,0
259,2021,47,0,0
260,2021,75.31063,0,0
261,2021,123.279414211462,0,0
279,2021,9,0,0
280,2021,11,0,0
281,2021,14,0,0
282,2021,183.724405,0,0
283,2021,125,0,0
284,2021,204.988544,0,0
285,2021,70,0,0
286,2021,275.047624,0,0
289,2021,91.781833,0,0
290,2021,76.556967,0,0
294,2021,49,0,0
295,2021,64,0,0
296,2021,10.859814,0,0
298,2021,77,0,0
299,2021,308.788993,0,0
300,2021,89.426732,0,0
301,2021,111.096854,0,0
302,2021,41.250415,0,0
303,2021,74.727522,0,0
304,2021,428.821176572503,0,0
309,2021,24,0,0
310,2021,210.275845435419,0,0
312,2021,83.712631,0,0
313,2021,368,0,0
314,2021,161.176958,0,0
322,2021,187.025169,0,0
323,2021,17.7188926456221,0,0
324,2021,228.26001142131,0,0
330,2021,375.74547741873,0,0
332,2021,94.602806,0,0
333,2021,127.805317,0,0
334,2021,210,0,0
335,2021,261.409257921027,0,0
336,2021,177.637759,0,0
338,2021,153.591695,0,0
345,2021,509.438701,0,0
346,2021,147.108996,0,0
347,2021,167.570586,0,0
350,2021,267.235886644717,0,0
354,2021,1982.3652460854,0,0
357,2021,475.021626340807,0,0
358,2021,178,0,0
359,2021,151,0,0
360,2021,136.588859,0,0
361,2021,80.282266,0,0
362,2021,35.910123,0,0
363,2021,289.600664,0,0
365,2021,77.617677,0,0
366,2021,170.127219,0,0
368,2021,346.217778717501,0,0
373,2021,476.373274,0,0
374,2021,282.8555386663,0,0
376,2021,106,0,0
378,2021,227.826395,0,0
379,2021,146.9454,0,0
380,2021,288.650673,0,0
381,2021,28.956321,0,0
382,2021,216.747167911521,0,0
383,2021,236,0,0
384,2021,152.95698,0,0
388,2021,139.604327,0,0
389,2021,218,0,0
390,2021,294.417275240692,0,0
395,2021,3296,0,0
396,2021,196.14696,0,0
411,2021,368.723492312765,0,0
414,2021,651.808465,0,0
415,2021,1593.863075,0,0
416,2021,642.17089,0,0
417,2021,365.606647,0,0
418,2021,731,0,0
419,2021,1327.74384957213,0,0
420,2021,1167.88053237762,0,0
421,2021,188.777335642633,0,0
422,2021,694.600801149499,0,0
423,2021,1402.278765,0,0
424,2021,2212.953655,0,0
426,2021,504,0,0
427,2021,189,0,0
428,2021,414,0,0
429,2021,192.503469,0,0
430,2021,214,0,0
431,2021,2484,0,0
432,2021,1394.96745,0,0
433,2021,610.925445,0,0
434,2021,449,0,0
435,2021,894.152762,0,0
436,2021,340.833474,0,0
437,2021,1571,0,0
439,2021,12,0,0
442,2021,55.9546817618126,0,0
443,2021,328,0,0
444,2021,384,0,0
447,2021,30,0,0
450,2021,250.728756,0,0
451,2021,404.701124975389,0,0
31,2050,1878.899424,0,0
32,2050,2713.825254,0,0
33,2050,1185.681936,0,0
34,2050,1231,0,0
35,2050,589,0,0
36,2050,2216.556494,0,0
37,2050,472.734294,0,0
38,2050,445.314762,0,0
39,2050,722,0,0
40,2050,256,0,0
41,2050,309.865647,0,0
42,2050,592.223067516499,0,0
43,2050,1596.32386482188,0,0
44,2050,181,0,0
45,2050,396.242514,0,0
47,2050,88.9305216081152,0,0
48,2050,45,0,0
49,2050,209,0,0
50,2050,348.204419,0,0
51,2050,252.837003,0,0
52,2050,220.493278,0,0
53,2050,86,0,0
54,2050,357.949218,0,0
55,2050,115.295684,0,0
56,2050,386.501525,0,0
61,2050,135.775781411754,0,0
64,2050,103.072059400473,0,0
65,2050,81.7994367514691,0,0
66,2050,219,0,0
67,2050,264.332137,0,0
70,2050,159.232348815353,0,0
71,2050,406.986014,0,0
74,2050,66.10966,0,0
75,2050,75.180236,0,0
76,2050,30.792622,0,0
77,2050,22.739021,0,0
78,2050,74,0,0
80,2050,3112.76432,0,0
81,2050,892.357955760221,0,0
82,2050,647.796702805739,0,0
83,2050,644.666234375824,0,0
84,2050,519,0,0
85,2050,335,0,0
86,2050,552.625981,0,0
87,2050,311.800512,0,0
88,2050,295,0,0
89,2050,214.672334,0,0
90,2050,64.6970867060582,0,0
91,2050,138.492781,0,0
92,2050,326.238150222504,0,0
94,2050,156,0,0
95,2050,142.827919,0,0
100,2050,148.979572898098,0,0
103,2050,176.683282,0,0
104,2050,136.942319110211,0,0
107,2050,243.807972321402,0,0
110,2050,144,0,0
111,2050,183.459669,0,0
112,2050,193,0,0
114,2050,157.184829425475,0,0
116,2050,209.015453075805,0,0
117,2050,158.462667598968,0,0
118,2050,111,0,0
120,2050,320.252918838883,0,0
124,2050,105.877539709897,0,0
125,2050,78.877849,0,0
126,2050,48.846323,0,0
128,2050,162.698213746036,0,0
129,2050,474,0,0
130,2050,332,0,0
131,2050,1468,0,0
132,2050,1378.590257,0,0
133,2050,2237.565891,0,0
134,2050,148,0,0
135,2050,363,0,0
136,2050,179,0,0
137,2050,286.873181953065,0,0
138,2050,536.986101,0,0
139,2050,805,0,0
140,2050,415.957062,0,0
141,2050,180.248527614861,0,0
143,2050,198.968054,0,0
144,2050,61,0,0
146,2050,224.814717,0,0
147,2050,443.260251,0,0
148,2050,229.840526,0,0
149,2050,267,0,0
150,2050,200.957561990424,0,0
151,2050,42,0,0
152,2050,633,0,0
153,2050,1019.61923,0,0
154,2050,349.627731,0,0
155,2050,213,0,0
156,2050,130.055264,0,0
158,2050,219.880368,0,0
162,2050,81.602839,0,0
164,2050,135.797674,0,0
168,2050,185.914176,0,0
169,2050,132,0,0
170,2050,518,0,0
171,2050,235,0,0
172,2050,299.49867,0,0
173,2050,375.484144,0,0
180,2050,452.709723592748,0,0
185,2050,530.977845,0,0
186,2050,82.795089,0,0
189,2050,253,0,0
193,2050,207.57911,0,0
194,2050,238.994237,0,0
196,2050,901.237867,0,0
200,2050,94.6109393233433,0,0
204,2050,111.927481,0,0
205,2050,447,0,0
206,2050,704.921806,0,0
207,2050,2527.99926373386,0,0
211,2050,212.885081,0,0
212,2050,100.668747,0,0
213,2050,105.816574,0,0
214,2050,182.119858658872,0,0
220,2050,118,0,0
221,2050,163.25596,0,0
222,2050,42,0,0
223,2050,111.509844884902,0,0
224,2050,86.848886,0,0
225,2050,34.910711,0,0
226,2050,76.5469946178126,0,0
227,2050,166.196265307284,0,0
229,2050,41.976986,0,0
230,2050,87,0,0
231,2050,35.365809,0,0
232,2050,129.497816045391,0,0
233,2050,46,0,0
234,2050,28,0,0
235,2050,80.7840581921594,0,0
236,2050,54,0,0
237,2050,66.86766,0,0
238,2050,183.904559,0,0
242,2050,97.813797,0,0
243,2050,73.752561,0,0
244,2050,70.052578,0,0
245,2050,64,0,0
246,2050,94.65872,0,0
249,2050,234.413864768312,0,0
254,2050,183,0,0
256,2050,117.250442,0,0
257,2050,49.045013,0,0
258,2050,25.784054,0,0
259,2050,47,0,0
260,2050,75.31063,0,0
261,2050,123.279414211462,0,0
279,2050,9,0,0
280,2050,11,0,0
281,2050,14,0,0
282,2050,183.724405,0,0
283,2050,125,0,0
284,2050,204.988544,0,0
285,2050,70,0,0
286,2050,275.047624,0,0
289,2050,91.781833,0,0
290,2050,76.556967,0,0
294,2050,49,0,0
295,2050,64,0,0
296,2050,10.859814,0,0
298,2050,77,0,0
299,2050,308.788993,0,0
300,2050,89.426732,0,0
301,2050,111.096854,0,0
302,2050,41.250415,0,0
303,2050,74.727522,0,0
304,2050,428.821176572503,0,0
309,2050,24,0,0
310,2050,210.275845435419,0,0
312,2050,83.712631,0,0
313,2050,368,0,0
314,2050,161.176958,0,0
322,2050,187.025169,0,0
323,2050,17.7188926456221,0,0
324,2050,228.26001142131,0,0
330,2050,375.74547741873,0,0
332,2050,94.602806,0,0
333,2050,127.805317,0,0
334,2050,210,0,0
335,2050,261.409257921027,0,0
336,2050,177.637759,0,0
338,2050,153.591695,0,0
345,2050,509.438701,0,0
346,2050,147.108996,0,0
347,2050,167.570586,0,0
350,2050,267.235886644717,0,0
354,2050,1982.3652460854,0,0
357,2050,475.021626340807,0,0
358,2050,178,0,0
359,2050,151,0,0
360,2050,136.588859,0,0
361,2050,80.282266,0,0
362,2050,35.910123,0,0
363,2050,289.600664,0,0
365,2050,77.617677,0,0
366,2050,170.127219,0,0
368,2050,346.217778717501,0,0
373,2050,476.373274,0,0
374,2050,282.8555386663,0,0
376,2050,106,0,0
378,2050,227.826395,0,0
379,2050,146.9454,0,0
380,2050,288.650673,0,0
381,2050,28.956321,0,0
382,2050,216.747167911521,0,0
383,2050,236,0,0
384,2050,152.95698,0,0
388,2050,139.604327,0,0
389,2050,218,0,0
390,2050,294.417275240692,0,0
395,2050,3296,0,0
396,2050,196.14696,0,0
411,2050,368.723492312765,0,0
414,2050,651.808465,0,0
415,2050,1593.863075,0,0
416,2050,642.17089,0,0
417,2050,365.606647,0,0
418,2050,731,0,0
419,2050,1327.74384957213,0,0
420,2050,1167.88053237762,0,0
421,2050,188.777335642633,0,0
422,2050,694.600801149499,0,0
423,2050,1402.278765,0,0
424,2050,2212.953655,0,0
426,2050,504,0,0
427,2050,189,0,0
428,2050,414,0,0
429,2050,192.503469,0,0
430,2050,214,0,0
431,2050,2484,0,0
432,2050,1394.96745,0,0
433,2050,610.925445,0,0
434,2050,449,0,0
435,2050,894.152762,0,0
436,2050,340.833474,0,0
437,2050,1571,0,0
439,2050,12,0,0
442,2050,55.9546817618126,0,0
443,2050,328,0,0
444,2050,384,0,0
447,2050,30,0,0
450,2050,250.728756,0,0
451,2050,404.701124975389,0,0
