"Geo","Year","Latitude","Longitude"
27,2010,44.070112,-123.086876
28,2010,44.055596,-123.064367
29,2010,44.060178,-123.101083
30,2010,44.060471,-123.153038
31,2010,44.066002,-123.06175
32,2010,44.074443,-123.124813
33,2010,44.059436,-123.19049
34,2010,44.097601,-123.225151
35,2010,44.084321,-123.162101
36,2010,44.077456,-123.180671
37,2010,44.077432,-123.198299
38,2010,44.082798,-123.078224
39,2010,44.083501,-123.095741
40,2010,44.062924,-123.125916
41,2010,44.077526,-123.058625
42,2010,44.089586,-123.125316
43,2010,44.090697,-123.14318
44,2010,44.102693,-123.074297
45,2010,44.080823,-123.10891
46,2010,44.106282,-123.118325
47,2010,44.105432,-123.139155
48,2010,44.100508,-123.056619
49,2010,44.10734,-123.09459
50,2010,44.086692,-123.031687
51,2010,44.098496,-123.190052
52,2010,44.108128,-123.161489
53,2010,44.125471,-123.126136
54,2010,44.138704,-123.064166
55,2010,44.124192,-123.162603
56,2010,44.137983,-123.187976
57,2010,44.076915,-123.039554
58,2010,44.071871,-122.98117
59,2010,44.066531,-123.037458
60,2010,44.059907,-122.930242
61,2010,44.069764,-123.006975
62,2010,44.059527,-123.038525
63,2010,44.054739,-122.882051
64,2010,44.051186,-122.994344
65,2010,44.049914,-122.97474
66,2010,44.051469,-123.036031
67,2010,44.058222,-123.010979
68,2010,44.049589,-123.014427
69,2010,44.034259,-122.970239
70,2010,44.041345,-122.944461
71,2010,44.028923,-122.881247
72,2010,44.039264,-123.035059
1,2020,43.990906,-123.072878
2,2020,43.976901,-123.040119
3,2020,44.006052,-123.073307
4,2020,44.004114,-122.98118
5,2020,44.00339,-123.116408
6,2020,44.014458,-123.043616
7,2020,44.018648,-123.099571
8,2020,44.017996,-123.085897
9,2020,44.034673,-123.108462
10,2020,44.023618,-123.111772
11,2020,44.024954,-123.142772
12,2020,44.032258,-123.130785
13,2020,44.041902,-123.142161
14,2020,44.032475,-123.06477
15,2020,44.03289,-123.081421
16,2020,44.032712,-123.094529
17,2020,44.045159,-123.069649
18,2020,44.042895,-123.105228
19,2020,44.042556,-123.087366
20,2020,44.05065,-123.094896
21,2020,44.041169,-123.156197
22,2020,44.048843,-123.109987
23,2020,44.043353,-123.12497
24,2020,44.047354,-123.083198
25,2020,44.054057,-123.084212
26,2020,44.034571,-123.196131
27,2020,44.070112,-123.086876
28,2020,44.055596,-123.064367
29,2020,44.060178,-123.101083
30,2020,44.060471,-123.153038
31,2020,44.066002,-123.06175
32,2020,44.074443,-123.124813
33,2020,44.059436,-123.19049
34,2020,44.097601,-123.225151
35,2020,44.084321,-123.162101
36,2020,44.077456,-123.180671
37,2020,44.077432,-123.198299
38,2020,44.082798,-123.078224
39,2020,44.083501,-123.095741
40,2020,44.062924,-123.125916
41,2020,44.077526,-123.058625
42,2020,44.089586,-123.125316
43,2020,44.090697,-123.14318
44,2020,44.102693,-123.074297
45,2020,44.080823,-123.10891
46,2020,44.106282,-123.118325
47,2020,44.105432,-123.139155
48,2020,44.100508,-123.056619
49,2020,44.10734,-123.09459
50,2020,44.086692,-123.031687
51,2020,44.098496,-123.190052
52,2020,44.108128,-123.161489
53,2020,44.125471,-123.126136
54,2020,44.138704,-123.064166
55,2020,44.124192,-123.162603
56,2020,44.137983,-123.187976
57,2020,44.076915,-123.039554
58,2020,44.071871,-122.98117
59,2020,44.066531,-123.037458
60,2020,44.059907,-122.930242
61,2020,44.069764,-123.006975
62,2020,44.059527,-123.038525
63,2020,44.054739,-122.882051
64,2020,44.051186,-122.994344
65,2020,44.049914,-122.97474
66,2020,44.051469,-123.036031
67,2020,44.058222,-123.010979
68,2020,44.049589,-123.014427
69,2020,44.034259,-122.970239
70,2020,44.041345,-122.944461
71,2020,44.028923,-122.881247
72,2020,44.039264,-123.035059
1,2035,43.990906,-123.072878
2,2035,43.976901,-123.040119
3,2035,44.006052,-123.073307
4,2035,44.004114,-122.98118
5,2035,44.00339,-123.116408
6,2035,44.014458,-123.043616
7,2035,44.018648,-123.099571
8,2035,44.017996,-123.085897
9,2035,44.034673,-123.108462
10,2035,44.023618,-123.111772
11,2035,44.024954,-123.142772
12,2035,44.032258,-123.130785
13,2035,44.041902,-123.142161
14,2035,44.032475,-123.06477
15,2035,44.03289,-123.081421
16,2035,44.032712,-123.094529
17,2035,44.045159,-123.069649
18,2035,44.042895,-123.105228
19,2035,44.042556,-123.087366
20,2035,44.05065,-123.094896
21,2035,44.041169,-123.156197
22,2035,44.048843,-123.109987
23,2035,44.043353,-123.12497
24,2035,44.047354,-123.083198
25,2035,44.054057,-123.084212
26,2035,44.034571,-123.196131
27,2035,44.070112,-123.086876
28,2035,44.055596,-123.064367
29,2035,44.060178,-123.101083
30,2035,44.060471,-123.153038
31,2035,44.066002,-123.06175
32,2035,44.074443,-123.124813
33,2035,44.059436,-123.19049
34,2035,44.097601,-123.225151
35,2035,44.084321,-123.162101
36,2035,44.077456,-123.180671
37,2035,44.077432,-123.198299
38,2035,44.082798,-123.078224
39,2035,44.083501,-123.095741
40,2035,44.062924,-123.125916
41,2035,44.077526,-123.058625
42,2035,44.089586,-123.125316
43,2035,44.090697,-123.14318
44,2035,44.102693,-123.074297
45,2035,44.080823,-123.10891
46,2035,44.106282,-123.118325
47,2035,44.105432,-123.139155
48,2035,44.100508,-123.056619
49,2035,44.10734,-123.09459
50,2035,44.086692,-123.031687
51,2035,44.098496,-123.190052
52,2035,44.108128,-123.161489
53,2035,44.125471,-123.126136
54,2035,44.138704,-123.064166
55,2035,44.124192,-123.162603
56,2035,44.137983,-123.187976
57,2035,44.076915,-123.039554
58,2035,44.071871,-122.98117
59,2035,44.066531,-123.037458
60,2035,44.059907,-122.930242
61,2035,44.069764,-123.006975
62,2035,44.059527,-123.038525
63,2035,44.054739,-122.882051
64,2035,44.051186,-122.994344
65,2035,44.049914,-122.97474
66,2035,44.051469,-123.036031
67,2035,44.058222,-123.010979
68,2035,44.049589,-123.014427
69,2035,44.034259,-122.970239
70,2035,44.041345,-122.944461
71,2035,44.028923,-122.881247
72,2035,44.039264,-123.035059
1,2045,43.990906,-123.072878
2,2045,43.976901,-123.040119
3,2045,44.006052,-123.073307
4,2045,44.004114,-122.98118
5,2045,44.00339,-123.116408
6,2045,44.014458,-123.043616
7,2045,44.018648,-123.099571
8,2045,44.017996,-123.085897
9,2045,44.034673,-123.108462
10,2045,44.023618,-123.111772
11,2045,44.024954,-123.142772
12,2045,44.032258,-123.130785
13,2045,44.041902,-123.142161
14,2045,44.032475,-123.06477
15,2045,44.03289,-123.081421
16,2045,44.032712,-123.094529
17,2045,44.045159,-123.069649
18,2045,44.042895,-123.105228
19,2045,44.042556,-123.087366
20,2045,44.05065,-123.094896
21,2045,44.041169,-123.156197
22,2045,44.048843,-123.109987
23,2045,44.043353,-123.12497
24,2045,44.047354,-123.083198
25,2045,44.054057,-123.084212
26,2045,44.034571,-123.196131
27,2045,44.070112,-123.086876
28,2045,44.055596,-123.064367
29,2045,44.060178,-123.101083
30,2045,44.060471,-123.153038
31,2045,44.066002,-123.06175
32,2045,44.074443,-123.124813
33,2045,44.059436,-123.19049
34,2045,44.097601,-123.225151
35,2045,44.084321,-123.162101
36,2045,44.077456,-123.180671
37,2045,44.077432,-123.198299
38,2045,44.082798,-123.078224
39,2045,44.083501,-123.095741
40,2045,44.062924,-123.125916
41,2045,44.077526,-123.058625
42,2045,44.089586,-123.125316
43,2045,44.090697,-123.14318
44,2045,44.102693,-123.074297
45,2045,44.080823,-123.10891
46,2045,44.106282,-123.118325
47,2045,44.105432,-123.139155
48,2045,44.100508,-123.056619
49,2045,44.10734,-123.09459
50,2045,44.086692,-123.031687
51,2045,44.098496,-123.190052
52,2045,44.108128,-123.161489
53,2045,44.125471,-123.126136
54,2045,44.138704,-123.064166
55,2045,44.124192,-123.162603
56,2045,44.137983,-123.187976
57,2045,44.076915,-123.039554
58,2045,44.071871,-122.98117
59,2045,44.066531,-123.037458
60,2045,44.059907,-122.930242
61,2045,44.069764,-123.006975
62,2045,44.059527,-123.038525
63,2045,44.054739,-122.882051
64,2045,44.051186,-122.994344
65,2045,44.049914,-122.97474
66,2045,44.051469,-123.036031
67,2045,44.058222,-123.010979
68,2045,44.049589,-123.014427
69,2045,44.034259,-122.970239
70,2045,44.041345,-122.944461
71,2045,44.028923,-122.881247
72,2045,44.039264,-123.035059
