"Geo","Year","HhPropIncQ1","HhPropIncQ2","HhPropIncQ3","HhPropIncQ4"
44,2005,0.1675,0.22,0.2675,0.345
45,2005,0.274,0.254,0.212,0.26
46,2005,0.177142857142857,0.258571428571429,0.281428571428571,0.282857142857143
47,2005,0.1625,0.245,0.31,0.2825
48,2005,0.25,0.23,0.25,0.27
49,2005,0.172,0.244,0.282,0.302
50,2005,0.281666666666667,0.251666666666667,0.245,0.221666666666667
51,2005,0.2325,0.285,0.2875,0.195
52,2005,0.188571428571429,0.26,0.295714285714286,0.255714285714286
53,2005,0.162,0.234,0.284,0.32
54,2005,0.191428571428571,0.238571428571429,0.272857142857143,0.297142857142857
55,2005,0.172,0.23,0.296,0.302
56,2005,0.1925,0.21,0.28,0.3175
57,2005,0.395,0.28,0.215,0.11
58,2005,0.263333333333333,0.266666666666667,0.266666666666667,0.203333333333333
59,2005,0.395,0.28,0.215,0.11
60,2005,0.256,0.254,0.278,0.212
61,2005,0.256,0.27,0.266,0.208
62,2005,0.385,0.28,0.215,0.12
63,2005,0.178,0.226,0.312,0.284
64,2005,0.285,0.296666666666667,0.26,0.158333333333333
65,2005,0.298,0.3,0.258,0.144
66,2005,0.318,0.264,0.232,0.186
67,2005,0.372,0.294,0.214,0.12
68,2005,0.275,0.27,0.305,0.15
69,2005,0.277777777777778,0.252222222222222,0.255555555555556,0.214444444444444
70,2005,0.2625,0.2725,0.275,0.19
71,2005,0.21,0.251428571428571,0.287142857142857,0.251428571428571
72,2005,0.2525,0.2325,0.2425,0.2725
1,2010,0.186666666666667,0.196666666666667,0.286666666666667,0.33
2,2010,0.203333333333333,0.19,0.223333333333333,0.383333333333333
3,2010,0.164,0.184,0.244,0.408
4,2010,0.186666666666667,0.226666666666667,0.236666666666667,0.35
5,2010,0.188571428571429,0.201428571428571,0.268571428571429,0.341428571428571
6,2010,0.21,0.148,0.22,0.422
7,2010,0.21,0.202,0.252,0.336
8,2010,0.252,0.19,0.246,0.312
9,2010,0.22,0.203333333333333,0.246666666666667,0.33
10,2010,0.202,0.2,0.252,0.346
11,2010,0.165,0.225,0.258333333333333,0.351666666666667
12,2010,0.23,0.24,0.236,0.294
13,2010,0.2475,0.2475,0.23,0.275
14,2010,0.246,0.134,0.196,0.424
15,2010,0.244,0.178,0.222,0.356
16,2010,0.262,0.182,0.224,0.332
17,2010,0.322857142857143,0.162857142857143,0.158571428571429,0.355714285714286
18,2010,0.335,0.255,0.185,0.225
19,2010,0.3775,0.1525,0.1575,0.3125
20,2010,0.404,0.302,0.138,0.156
21,2010,0.21,0.215,0.265,0.31
22,2010,0.373333333333333,0.413333333333333,0.126666666666667,0.0866666666666667
23,2010,0.34375,0.27125,0.19375,0.19125
24,2010,0.406666666666667,0.296666666666667,0.116666666666667,0.18
25,2010,0.39,0.146666666666667,0.166666666666667,0.296666666666667
26,2010,0.2075,0.2525,0.2375,0.3025
27,2010,0.26,0.181428571428571,0.218571428571429,0.34
28,2010,0.306,0.188,0.186,0.32
29,2010,0.366666666666667,0.221666666666667,0.176666666666667,0.235
30,2010,0.361666666666667,0.28,0.2,0.158333333333333
31,2010,0.288,0.226,0.21,0.276
32,2010,0.361666666666667,0.24,0.221666666666667,0.176666666666667
33,2010,0.25,0.296666666666667,0.23,0.223333333333333
34,2010,0.18125,0.28,0.27875,0.26
35,2010,0.26875,0.3075,0.24875,0.175
36,2010,0.2,0.31,0.25,0.24
37,2010,0.206666666666667,0.33,0.26,0.203333333333333
38,2010,0.151666666666667,0.228333333333333,0.265,0.355
39,2010,0.18,0.2,0.268,0.352
40,2010,0.381111111111111,0.335555555555556,0.184444444444444,0.0988888888888889
41,2010,0.258,0.186,0.22,0.336
42,2010,0.27,0.26,0.25,0.22
43,2010,0.284285714285714,0.264285714285714,0.257142857142857,0.194285714285714
44,2010,0.14,0.226666666666667,0.263333333333333,0.37
45,2010,0.24375,0.24,0.24625,0.27
46,2010,0.19,0.276,0.294,0.24
47,2010,0.1675,0.2775,0.3,0.255
48,2010,0.292,0.192,0.236,0.28
49,2010,0.162,0.258,0.26,0.32
50,2010,0.3475,0.2025,0.2375,0.2125
51,2010,0.1725,0.285,0.2975,0.245
52,2010,0.15,0.2775,0.31,0.2625
53,2010,0.165,0.271666666666667,0.283333333333333,0.28
54,2010,0.166666666666667,0.243333333333333,0.273333333333333,0.316666666666667
55,2010,0.163333333333333,0.255,0.31,0.271666666666667
56,2010,0.193333333333333,0.246666666666667,0.293333333333333,0.266666666666667
57,2010,0.47,0.175,0.225,0.13
58,2010,0.2225,0.225,0.295,0.2575
59,2010,0.42,0.243333333333333,0.206666666666667,0.13
60,2010,0.236666666666667,0.26,0.276666666666667,0.226666666666667
61,2010,0.3,0.206,0.268,0.226
62,2010,0.431666666666667,0.218333333333333,0.208333333333333,0.141666666666667
63,2010,0.22,0.252,0.27,0.258
64,2010,0.363333333333333,0.235,0.255,0.146666666666667
65,2010,0.326666666666667,0.291666666666667,0.253333333333333,0.128333333333333
66,2010,0.2975,0.2125,0.2225,0.2675
67,2010,0.363333333333333,0.21,0.258333333333333,0.168333333333333
68,2010,0.3925,0.2225,0.245,0.14
69,2010,0.296923076923077,0.253846153846154,0.248461538461538,0.200769230769231
70,2010,0.3075,0.3,0.245,0.1475
71,2010,0.235,0.27125,0.265,0.22875
72,2010,0.235,0.2325,0.225,0.3075
1,2020,0.175,0.1625,0.3075,0.355
2,2020,0.183333333333333,0.18,0.303333333333333,0.333333333333333
3,2020,0.1525,0.14,0.2975,0.41
4,2020,0.193333333333333,0.206666666666667,0.296666666666667,0.303333333333333
5,2020,0.182857142857143,0.19,0.272857142857143,0.354285714285714
6,2020,0.192,0.158,0.274,0.376
7,2020,0.195,0.2,0.2425,0.3625
8,2020,0.276,0.17,0.25,0.304
9,2020,0.146666666666667,0.206666666666667,0.276666666666667,0.37
10,2020,0.134,0.19,0.282,0.394
11,2020,0.178333333333333,0.228333333333333,0.245,0.348333333333333
12,2020,0.252,0.202,0.21,0.336
13,2020,0.28,0.1925,0.205,0.3225
14,2020,0.266,0.148,0.24,0.346
15,2020,0.274,0.156,0.242,0.328
16,2020,0.27,0.186,0.216,0.328
17,2020,0.302857142857143,0.161428571428571,0.171428571428571,0.364285714285714
18,2020,0.3,0.2525,0.2,0.2475
19,2020,0.364,0.16,0.124,0.352
20,2020,0.405,0.216666666666667,0.113333333333333,0.265
21,2020,0.193333333333333,0.286666666666667,0.233333333333333,0.286666666666667
22,2020,0.456666666666667,0.276666666666667,0.116666666666667,0.15
23,2020,0.3275,0.245,0.185,0.2425
24,2020,0.43,0.2125,0.0675,0.29
25,2020,0.41,0.193333333333333,0.173333333333333,0.223333333333333
26,2020,0.198,0.292,0.246,0.264
27,2020,0.264285714285714,0.214285714285714,0.195714285714286,0.325714285714286
28,2020,0.332,0.252,0.202,0.214
29,2020,0.37,0.248333333333333,0.176666666666667,0.205
30,2020,0.334285714285714,0.311428571428571,0.187142857142857,0.167142857142857
31,2020,0.321666666666667,0.268333333333333,0.161666666666667,0.248333333333333
32,2020,0.341666666666667,0.255,0.233333333333333,0.17
33,2020,0.2825,0.315,0.22,0.1825
34,2020,0.215,0.27875,0.265,0.24125
35,2020,0.36,0.2925,0.2225,0.125
36,2020,0.326666666666667,0.27,0.263333333333333,0.14
37,2020,0.3025,0.3025,0.2575,0.1375
38,2020,0.178571428571429,0.237142857142857,0.204285714285714,0.38
39,2020,0.2025,0.2575,0.215,0.325
40,2020,0.43,0.254444444444444,0.176666666666667,0.138888888888889
41,2020,0.251428571428571,0.292857142857143,0.165714285714286,0.29
42,2020,0.266,0.264,0.264,0.206
43,2020,0.304285714285714,0.261428571428571,0.257142857142857,0.177142857142857
44,2020,0.18,0.2375,0.165,0.4175
45,2020,0.24125,0.24375,0.24375,0.27125
46,2020,0.1925,0.2725,0.2825,0.2525
47,2020,0.2125,0.245,0.3125,0.23
48,2020,0.206,0.204,0.21,0.38
49,2020,0.192,0.264,0.218,0.326
50,2020,0.2325,0.3175,0.245,0.205
51,2020,0.242,0.268,0.284,0.206
52,2020,0.18,0.203333333333333,0.333333333333333,0.283333333333333
53,2020,0.171666666666667,0.276666666666667,0.25,0.301666666666667
54,2020,0.155,0.266666666666667,0.233333333333333,0.345
55,2020,0.165,0.256666666666667,0.306666666666667,0.271666666666667
56,2020,0.136666666666667,0.273333333333333,0.273333333333333,0.316666666666667
57,2020,0.353333333333333,0.383333333333333,0.146666666666667,0.116666666666667
58,2020,0.205,0.265,0.2925,0.2375
59,2020,0.3675,0.365,0.1625,0.105
60,2020,0.185,0.2325,0.265,0.3175
61,2020,0.2325,0.2025,0.3175,0.2475
62,2020,0.388333333333333,0.288333333333333,0.22,0.103333333333333
63,2020,0.196,0.23,0.268,0.306
64,2020,0.32,0.272,0.27,0.138
65,2020,0.308571428571429,0.3,0.244285714285714,0.147142857142857
66,2020,0.2775,0.2325,0.2825,0.2075
67,2020,0.335,0.258333333333333,0.265,0.141666666666667
68,2020,0.35,0.3125,0.22,0.1175
69,2020,0.296666666666667,0.261666666666667,0.256666666666667,0.185
70,2020,0.295,0.295,0.2475,0.1625
71,2020,0.2325,0.2525,0.25,0.265
72,2020,0.243333333333333,0.23,0.27,0.256666666666667
1,2035,0.175,0.1625,0.3075,0.355
2,2035,0.183333333333333,0.18,0.303333333333333,0.333333333333333
3,2035,0.1525,0.14,0.2975,0.41
4,2035,0.193333333333333,0.206666666666667,0.296666666666667,0.303333333333333
5,2035,0.182857142857143,0.19,0.272857142857143,0.354285714285714
6,2035,0.192,0.158,0.274,0.376
7,2035,0.195,0.2,0.2425,0.3625
8,2035,0.276,0.17,0.25,0.304
9,2035,0.146666666666667,0.206666666666667,0.276666666666667,0.37
10,2035,0.134,0.19,0.282,0.394
11,2035,0.178333333333333,0.228333333333333,0.245,0.348333333333333
12,2035,0.252,0.202,0.21,0.336
13,2035,0.28,0.1925,0.205,0.3225
14,2035,0.266,0.148,0.24,0.346
15,2035,0.274,0.156,0.242,0.328
16,2035,0.27,0.186,0.216,0.328
17,2035,0.302857142857143,0.161428571428571,0.171428571428571,0.364285714285714
18,2035,0.3,0.2525,0.2,0.2475
19,2035,0.364,0.16,0.124,0.352
20,2035,0.405,0.216666666666667,0.113333333333333,0.265
21,2035,0.193333333333333,0.286666666666667,0.233333333333333,0.286666666666667
22,2035,0.456666666666667,0.276666666666667,0.116666666666667,0.15
23,2035,0.3275,0.245,0.185,0.2425
24,2035,0.43,0.2125,0.0675,0.29
25,2035,0.41,0.193333333333333,0.173333333333333,0.223333333333333
26,2035,0.198,0.292,0.246,0.264
27,2035,0.264285714285714,0.214285714285714,0.195714285714286,0.325714285714286
28,2035,0.332,0.252,0.202,0.214
29,2035,0.37,0.248333333333333,0.176666666666667,0.205
30,2035,0.334285714285714,0.311428571428571,0.187142857142857,0.167142857142857
31,2035,0.321666666666667,0.268333333333333,0.161666666666667,0.248333333333333
32,2035,0.341666666666667,0.255,0.233333333333333,0.17
33,2035,0.2825,0.315,0.22,0.1825
34,2035,0.215,0.27875,0.265,0.24125
35,2035,0.36,0.2925,0.2225,0.125
36,2035,0.326666666666667,0.27,0.263333333333333,0.14
37,2035,0.3025,0.3025,0.2575,0.1375
38,2035,0.178571428571429,0.237142857142857,0.204285714285714,0.38
39,2035,0.2025,0.2575,0.215,0.325
40,2035,0.43,0.254444444444444,0.176666666666667,0.138888888888889
41,2035,0.251428571428571,0.292857142857143,0.165714285714286,0.29
42,2035,0.266,0.264,0.264,0.206
43,2035,0.304285714285714,0.261428571428571,0.257142857142857,0.177142857142857
44,2035,0.18,0.2375,0.165,0.4175
45,2035,0.24125,0.24375,0.24375,0.27125
46,2035,0.1925,0.2725,0.2825,0.2525
47,2035,0.2125,0.245,0.3125,0.23
48,2035,0.206,0.204,0.21,0.38
49,2035,0.192,0.264,0.218,0.326
50,2035,0.2325,0.3175,0.245,0.205
51,2035,0.242,0.268,0.284,0.206
52,2035,0.18,0.203333333333333,0.333333333333333,0.283333333333333
53,2035,0.171666666666667,0.276666666666667,0.25,0.301666666666667
54,2035,0.155,0.266666666666667,0.233333333333333,0.345
55,2035,0.165,0.256666666666667,0.306666666666667,0.271666666666667
56,2035,0.136666666666667,0.273333333333333,0.273333333333333,0.316666666666667
57,2035,0.353333333333333,0.383333333333333,0.146666666666667,0.116666666666667
58,2035,0.205,0.265,0.2925,0.2375
59,2035,0.3675,0.365,0.1625,0.105
60,2035,0.185,0.2325,0.265,0.3175
61,2035,0.2325,0.2025,0.3175,0.2475
62,2035,0.388333333333333,0.288333333333333,0.22,0.103333333333333
63,2035,0.196,0.23,0.268,0.306
64,2035,0.32,0.272,0.27,0.138
65,2035,0.308571428571429,0.3,0.244285714285714,0.147142857142857
66,2035,0.2775,0.2325,0.2825,0.2075
67,2035,0.335,0.258333333333333,0.265,0.141666666666667
68,2035,0.35,0.3125,0.22,0.1175
69,2035,0.296666666666667,0.261666666666667,0.256666666666667,0.185
70,2035,0.295,0.295,0.2475,0.1625
71,2035,0.2325,0.2525,0.25,0.265
72,2035,0.243333333333333,0.23,0.27,0.256666666666667
1,2045,0.175,0.1625,0.3075,0.355
2,2045,0.183333333333333,0.18,0.303333333333333,0.333333333333333
3,2045,0.1525,0.14,0.2975,0.41
4,2045,0.193333333333333,0.206666666666667,0.296666666666667,0.303333333333333
5,2045,0.182857142857143,0.19,0.272857142857143,0.354285714285714
6,2045,0.192,0.158,0.274,0.376
7,2045,0.195,0.2,0.2425,0.3625
8,2045,0.276,0.17,0.25,0.304
9,2045,0.146666666666667,0.206666666666667,0.276666666666667,0.37
10,2045,0.134,0.19,0.282,0.394
11,2045,0.178333333333333,0.228333333333333,0.245,0.348333333333333
12,2045,0.252,0.202,0.21,0.336
13,2045,0.28,0.1925,0.205,0.3225
14,2045,0.266,0.148,0.24,0.346
15,2045,0.274,0.156,0.242,0.328
16,2045,0.27,0.186,0.216,0.328
17,2045,0.302857142857143,0.161428571428571,0.171428571428571,0.364285714285714
18,2045,0.3,0.2525,0.2,0.2475
19,2045,0.364,0.16,0.124,0.352
20,2045,0.405,0.216666666666667,0.113333333333333,0.265
21,2045,0.193333333333333,0.286666666666667,0.233333333333333,0.286666666666667
22,2045,0.456666666666667,0.276666666666667,0.116666666666667,0.15
23,2045,0.3275,0.245,0.185,0.2425
24,2045,0.43,0.2125,0.0675,0.29
25,2045,0.41,0.193333333333333,0.173333333333333,0.223333333333333
26,2045,0.198,0.292,0.246,0.264
27,2045,0.264285714285714,0.214285714285714,0.195714285714286,0.325714285714286
28,2045,0.332,0.252,0.202,0.214
29,2045,0.37,0.248333333333333,0.176666666666667,0.205
30,2045,0.334285714285714,0.311428571428571,0.187142857142857,0.167142857142857
31,2045,0.321666666666667,0.268333333333333,0.161666666666667,0.248333333333333
32,2045,0.341666666666667,0.255,0.233333333333333,0.17
33,2045,0.2825,0.315,0.22,0.1825
34,2045,0.215,0.27875,0.265,0.24125
35,2045,0.36,0.2925,0.2225,0.125
36,2045,0.326666666666667,0.27,0.263333333333333,0.14
37,2045,0.3025,0.3025,0.2575,0.1375
38,2045,0.178571428571429,0.237142857142857,0.204285714285714,0.38
39,2045,0.2025,0.2575,0.215,0.325
40,2045,0.43,0.254444444444444,0.176666666666667,0.138888888888889
41,2045,0.251428571428571,0.292857142857143,0.165714285714286,0.29
42,2045,0.266,0.264,0.264,0.206
43,2045,0.304285714285714,0.261428571428571,0.257142857142857,0.177142857142857
44,2045,0.18,0.2375,0.165,0.4175
45,2045,0.24125,0.24375,0.24375,0.27125
46,2045,0.1925,0.2725,0.2825,0.2525
47,2045,0.2125,0.245,0.3125,0.23
48,2045,0.206,0.204,0.21,0.38
49,2045,0.192,0.264,0.218,0.326
50,2045,0.2325,0.3175,0.245,0.205
51,2045,0.242,0.268,0.284,0.206
52,2045,0.18,0.203333333333333,0.333333333333333,0.283333333333333
53,2045,0.171666666666667,0.276666666666667,0.25,0.301666666666667
54,2045,0.155,0.266666666666667,0.233333333333333,0.345
55,2045,0.165,0.256666666666667,0.306666666666667,0.271666666666667
56,2045,0.136666666666667,0.273333333333333,0.273333333333333,0.316666666666667
57,2045,0.353333333333333,0.383333333333333,0.146666666666667,0.116666666666667
58,2045,0.205,0.265,0.2925,0.2375
59,2045,0.3675,0.365,0.1625,0.105
60,2045,0.185,0.2325,0.265,0.3175
61,2045,0.2325,0.2025,0.3175,0.2475
62,2045,0.388333333333333,0.288333333333333,0.22,0.103333333333333
63,2045,0.196,0.23,0.268,0.306
64,2045,0.32,0.272,0.27,0.138
65,2045,0.308571428571429,0.3,0.244285714285714,0.147142857142857
66,2045,0.2775,0.2325,0.2825,0.2075
67,2045,0.335,0.258333333333333,0.265,0.141666666666667
68,2045,0.35,0.3125,0.22,0.1175
69,2045,0.296666666666667,0.261666666666667,0.256666666666667,0.185
70,2045,0.295,0.295,0.2475,0.1625
71,2045,0.2325,0.2525,0.25,0.265
72,2045,0.243333333333333,0.23,0.27,0.256666666666667
